"date","name","precip","lon","lat"
2019-09-05,"Singati",21.8,86.16,27.74
2019-09-06,"Beding",17.2,86.38,27.9
2019-09-06,"Dongang",43.6,86.29,27.9
2019-09-06,"Gongar",21.6,86.22,27.84
2019-09-06,"Na",8.8,86.43,27.88
2019-09-06,"Simigaun",23.6,86.23,27.87
2019-09-06,"Singati",17.6,86.16,27.74
2019-09-07,"Beding",4.8,86.38,27.9
2019-09-07,"Dongang",2.4,86.29,27.9
2019-09-07,"Gongar",4.2,86.22,27.84
2019-09-07,"Na",7,86.43,27.88
2019-09-07,"Simigaun",2.8,86.23,27.87
2019-09-07,"Singati",0,86.16,27.74
2019-09-08,"Beding",7,86.38,27.9
2019-09-08,"Dongang",23.2,86.29,27.9
2019-09-08,"Gongar",7.6,86.22,27.84
2019-09-08,"Na",1.2,86.43,27.88
2019-09-08,"Simigaun",5.8,86.23,27.87
2019-09-08,"Singati",1.6,86.16,27.74
2019-09-09,"Beding",3.2,86.38,27.9
2019-09-09,"Dongang",1.4,86.29,27.9
2019-09-09,"Gongar",72.8,86.22,27.84
2019-09-09,"Na",4.2,86.43,27.88
2019-09-09,"Simigaun",18.4,86.23,27.87
2019-09-09,"Singati",8.2,86.16,27.74
2019-09-10,"Beding",10.4,86.38,27.9
2019-09-10,"Dongang",15.4,86.29,27.9
2019-09-10,"Gongar",21.8,86.22,27.84
2019-09-10,"Na",5,86.43,27.88
2019-09-10,"Simigaun",9.8,86.23,27.87
2019-09-10,"Singati",70.4,86.16,27.74
2019-09-11,"Beding",12.4,86.38,27.9
2019-09-11,"Dongang",29.6,86.29,27.9
2019-09-11,"Gongar",28.4,86.22,27.84
2019-09-11,"Na",6.2,86.43,27.88
2019-09-11,"Simigaun",28.8,86.23,27.87
2019-09-11,"Singati",69.6,86.16,27.74
2019-09-12,"Beding",9.2,86.38,27.9
2019-09-12,"Dongang",40.8,86.29,27.9
2019-09-12,"Gongar",18.2,86.22,27.84
2019-09-12,"Na",8.6,86.43,27.88
2019-09-12,"Simigaun",15,86.23,27.87
2019-09-12,"Singati",42.8,86.16,27.74
2019-09-13,"Beding",31.4,86.38,27.9
2019-09-13,"Dongang",43.4,86.29,27.9
2019-09-13,"Gongar",1.6,86.22,27.84
2019-09-13,"Na",12.8,86.43,27.88
2019-09-13,"Simigaun",3,86.23,27.87
2019-09-13,"Singati",2.2,86.16,27.74
2019-09-14,"Beding",11.6,86.38,27.9
2019-09-14,"Dongang",7,86.29,27.9
2019-09-14,"Gongar",4.6,86.22,27.84
2019-09-14,"Na",6,86.43,27.88
2019-09-14,"Simigaun",2.2,86.23,27.87
2019-09-14,"Singati",7.6,86.16,27.74
2019-09-15,"Beding",5.6,86.38,27.9
2019-09-15,"Dongang",12,86.29,27.9
2019-09-15,"Gongar",13,86.22,27.84
2019-09-15,"Na",4.8,86.43,27.88
2019-09-15,"Simigaun",8.4,86.23,27.87
2019-09-15,"Singati",5.6,86.16,27.74
2019-09-16,"Beding",17.8,86.38,27.9
2019-09-16,"Dongang",37,86.29,27.9
2019-09-16,"Gongar",73,86.22,27.84
2019-09-16,"Na",11,86.43,27.88
2019-09-16,"Simigaun",39.6,86.23,27.87
2019-09-16,"Singati",61.4,86.16,27.74
2019-09-17,"Beding",24.8,86.38,27.9
2019-09-17,"Dongang",14.6,86.29,27.9
2019-09-17,"Gongar",15.6,86.22,27.84
2019-09-17,"Na",4,86.43,27.88
2019-09-17,"Simigaun",10,86.23,27.87
2019-09-17,"Singati",24.8,86.16,27.74
2019-09-18,"Beding",22.4,86.38,27.9
2019-09-18,"Dongang",21.2,86.29,27.9
2019-09-18,"Gongar",21,86.22,27.84
2019-09-18,"Na",15.8,86.43,27.88
2019-09-18,"Simigaun",18.2,86.23,27.87
2019-09-18,"Singati",16,86.16,27.74
2019-09-19,"Beding",4.4,86.38,27.9
2019-09-19,"Dongang",2.4,86.29,27.9
2019-09-19,"Gongar",0.8,86.22,27.84
2019-09-19,"Na",3.6,86.43,27.88
2019-09-19,"Simigaun",0.8,86.23,27.87
2019-09-19,"Singati",0.6,86.16,27.74
2019-09-20,"Beding",0.2,86.38,27.9
2019-09-20,"Dongang",0.8,86.29,27.9
2019-09-20,"Gongar",0.4,86.22,27.84
2019-09-20,"Na",0,86.43,27.88
2019-09-20,"Simigaun",0,86.23,27.87
2019-09-20,"Singati",0,86.16,27.74
2019-09-21,"Beding",2.2,86.38,27.9
2019-09-21,"Dongang",5.8,86.29,27.9
2019-09-21,"Gongar",22.2,86.22,27.84
2019-09-21,"Na",1.8,86.43,27.88
2019-09-21,"Simigaun",9.8,86.23,27.87
2019-09-21,"Singati",5.4,86.16,27.74
2019-09-22,"Beding",5.8,86.38,27.9
2019-09-22,"Dongang",18,86.29,27.9
2019-09-22,"Gongar",26.2,86.22,27.84
2019-09-22,"Na",2.2,86.43,27.88
2019-09-22,"Simigaun",10.6,86.23,27.87
2019-09-22,"Singati",4.6,86.16,27.74
2019-09-23,"Beding",9.8,86.38,27.9
2019-09-23,"Dongang",31.2,86.29,27.9
2019-09-23,"Gongar",54.6,86.22,27.84
2019-09-23,"Na",8.2,86.43,27.88
2019-09-23,"Simigaun",54,86.23,27.87
2019-09-23,"Singati",19.6,86.16,27.74
2019-09-24,"Beding",7,86.38,27.9
2019-09-24,"Dongang",14.2,86.29,27.9
2019-09-24,"Gongar",12.4,86.22,27.84
2019-09-24,"Na",12.6,86.43,27.88
2019-09-24,"Simigaun",14.4,86.23,27.87
2019-09-24,"Singati",6.4,86.16,27.74
2019-09-25,"Beding",13.4,86.38,27.9
2019-09-25,"Dongang",15.8,86.29,27.9
2019-09-25,"Gongar",5.2,86.22,27.84
2019-09-25,"Na",8.6,86.43,27.88
2019-09-25,"Simigaun",6.6,86.23,27.87
2019-09-25,"Singati",3.4,86.16,27.74
2019-09-26,"Beding",4,86.38,27.9
2019-09-26,"Dongang",3.4,86.29,27.9
2019-09-26,"Gongar",6,86.22,27.84
2019-09-26,"Na",3,86.43,27.88
2019-09-26,"Simigaun",6.2,86.23,27.87
2019-09-26,"Singati",5.2,86.16,27.74
2019-09-27,"Beding",4.6,86.38,27.9
2019-09-27,"Dongang",14.2,86.29,27.9
2019-09-27,"Gongar",13,86.22,27.84
2019-09-27,"Na",1.6,86.43,27.88
2019-09-27,"Simigaun",9.2,86.23,27.87
2019-09-27,"Singati",66.4,86.16,27.74
2019-09-28,"Beding",8.2,86.38,27.9
2019-09-28,"Dongang",7.8,86.29,27.9
2019-09-28,"Gongar",2,86.22,27.84
2019-09-28,"Na",3.4,86.43,27.88
2019-09-28,"Simigaun",4.4,86.23,27.87
2019-09-28,"Singati",1,86.16,27.74
2019-09-29,"Beding",3.4,86.38,27.9
2019-09-29,"Dongang",3.2,86.29,27.9
2019-09-29,"Gongar",0.2,86.22,27.84
2019-09-29,"Na",1.8,86.43,27.88
2019-09-29,"Simigaun",1.2,86.23,27.87
2019-09-29,"Singati",0.4,86.16,27.74
2019-09-30,"Beding",1.8,86.38,27.9
2019-09-30,"Dongang",6.8,86.29,27.9
2019-09-30,"Gongar",15.4,86.22,27.84
2019-09-30,"Na",0.4,86.43,27.88
2019-09-30,"Simigaun",11.2,86.23,27.87
2019-09-30,"Singati",0.4,86.16,27.74
